REF-ITEM+7Digital-ID	REF-TEMPO	REF-CLASS
track-Mariah+Carey+Bye+Bye-2424544	65.500000	1.000000
track-Mariah+Carey+I+Stay+In+Love-3693070	65.000000	1.000000
track-Mariah+Carey+I+Want+To+Know+What+Love+Is-6433400	40.000000	1.000000
track-Mariah+Carey+Love+Takes+Time-3159523	64.000000	1.000000
track-Mariah+Carey+Without+You-11812770	61.000000	1.000000
track-Mark+Lindsay+Arizona-7273342	82.000000	2.000000
track-Maroon+5+Goodnight+Goodnight-1077416	96.500000	2.000000
track-Maroon+5+Harder+To+Breathe-864398	77.000000	2.000000
track-Maroon+5+This+Love-864400	95.000000	2.000000
track-Martina+McBride+Anyway-3534920	69.000000	1.000000
track-Martina+McBride+I+Just+Call+You+Mine-4539420	74.000000	1.000000
track-Martina+McBride+In+My+Daughter's+Eyes-3351679	61.000000	1.000000
track-Martina+McBride+Ride-4539427	118.000000	2.000000
track-Martina+McBride+Wrong+Again-3357864	71.000000	1.000000
track-Marvin+Gaye+I+Want+You-2074	100.000000	2.000000
track-Marvin+Gaye+Let's+Get+It+On-3128960	84.000000	2.000000
track-Marvin+Gaye+Too+Busy+Thinking+About+My+Baby-3245179	120.000000	2.000000
track-Marvin+Gaye+Your+Unchanging+Love-3128987	115.000000	2.000000
track-Mary+J.+Blige+Sweet+Thing-158729	77.000000	1.000000
track-Mary+J.+Blige+Your+Child-338416	67.500000	1.000000
track-Mary+Wells+Laughing+Boy-3998886	109.000000	2.000000
track-Mason+Williams+Classical+Gas-551094	157.000000	2.000000
track-Mat+Kearney+Closer+To+Love-5304917	104.000000	2.000000
track-Matt+Nathanson+Car+Crash-5633436	86.500000	2.000000
track-Maxi+Priest+Close+To+You-3086483	96.000000	2.000000
track-Mazzy+Star+Halah-11622	53.000000	1.000000
track-Meat+Loaf+You+Took+The+Words+Right+Out+Of+My+Mouth-3243121	62.000000	2.000000
track-Mega+Banton+Sound+Boy+Killing-7098855	86.000000	2.000000
track-Megan+McCauley+Tap+That-7267709	150.000000	3.000000
track-Melanie+C+Northern+Star-321507	101.000000	2.000000
track-Melanie+Nickel+Song-3324740	128.500000	2.000000
track-Melissa+Etheridge+Chrome+Plated+Heart-511530	91.000000	2.000000
track-Melissa+Etheridge+Enough+Of+Me-510718	80.000000	1.000000
track-Melissa+Manchester+Just+You+And+I-3300485	72.000000	1.000000
track-Melissa+Manchester+Midnight+Blue-5926999	85.000000	1.000000
track-MercyMe+Finally+Home-14822144	80.000000	1.000000
track-MercyMe+Here+With+Me-3138181	88.000000	1.000000
track-MercyMe+Hold+Fast-3471224	78.000000	1.000000
track-Metallica+For+Whom+the+Bell+Tolls-416978	118.500000	2.000000
track-Metallica+Hero+of+the+Day-417180	58.000000	2.000000
track-Metric+Gold+Guns+Girls-4532150	180.000000	3.000000
track-Michael+Jackson+We're+Almost+There-151422	94.000000	2.000000
track-Michael+Jackson+You+Rock+My+World-4983499	95.000000	2.000000
track-Michael+Lington+Ocean+Drive-6775057	105.500000	2.000000
track-Michael+McDonald+Every+Time+Christmas+Comes+Around-4068039	119.000000	2.000000
track-Midnight+Oil+Beds+Are+Burning-3564110	119.500000	2.000000
track-Mike+&+The+Mechanics+All+I+Need+is+a+Miracle-16495719	135.000000	3.000000
track-Milli+Vanilli+Girl+You+Know+It's+True-3531865	98.000000	2.000000
track-Milly+Quezada+Infiel-5621793	142.500000	3.000000
track-Milly+Quezada+Quiero+Ser-2497096	139.000000	2.000000
track-Mindy+McCready+Guys+Do+It+All+The+Time-3348728	83.000000	2.000000
track-Miranda+Lambert+Famous+In+A+Small+Town-3535073	140.000000	2.000000
track-Moby+Go-494248	135.000000	2.000000
track-Moby+James+Bond+Theme-4020496	124.000000	3.000000
track-Modest+Mouse+Float+On-3275055	101.000000	2.000000
track-Modest+Mouse+Missed+The+Boat-3492449	105.000000	2.000000
track-Monica+Sideline+Ho-3476359	64.000000	1.000000
track-Morcheeba+Let+Me+See-1410925	106.000000	2.000000
track-Mountain+The+Animal+Trainer+And+The+Toad-3222649	118.500000	2.000000
track-Mr.+Big+To+Be+With+You-4296161	84.000000	1.000000
track-Mr.+Vegas+Do+You+Know-1201257	80.000000	2.000000
track-Mudvayne+Dull+Boy-4300923	143.000000	3.000000
track-Mudvayne+Scarlet+Letters-4300870	128.000000	1.000000
track-Murray+Head+One+Night+In+Bangkok-1753316	109.000000	2.000000
track-Musical+Youth+Pass+the+Dutchie-14981410	76.000000	1.000000
track-N'KLABE+A+Punto+De+Estallar-5778071	86.000000	3.000000
track-Najee+Mysterious-1200145	115.000000	2.000000
track-Najee+Sweet+Love-1200142	92.000000	1.000000
track-Natalie+Cole+Inseparable-197152	63.000000	1.000000
track-Natalie+Imbruglia+Wishing+I+Was+There-6009516	93.000000	2.000000
track-Nazareth+Razamanaz-6109423	192.500000	3.000000
track-Nazareth+This+Flight+Tonight-4378101	132.500000	2.000000
track-Ne-Yo+Go+On+Girl-2362649	84.000000	2.000000
track-Neil+Diamond+I'm+A+Believer-13001524	163.000000	2.000000
track-Neil+Sedaka+Little+Devil-3299620	155.000000	2.000000
track-Neil+Sedaka+Stairway+To+Heaven-11496304	126.500000	2.000000
track-Neneh+Cherry+Buffalo+Stance-3140965	107.000000	2.000000
track-New+Edition+I'm+Still+In+Love+With+You-150130	67.000000	1.000000
track-New+Found+Glory+Listen+To+Your+Friends-4457573	170.000000	3.000000
track-New+Found+Glory+My+Friends+Over+You-2329184	178.000000	3.000000
track-New+Radicals+You+Get+What+You+Give-146658	115.000000	2.000000
track-Next+Imagine+That-5828274	86.000000	2.000000
track-Nick+Lachey+This+I+Swear-559845	73.000000	1.000000
track-Nick+Straker+Straight+Ahead-8859552	123.000000	3.000000
track-Nickelback+Photograph-2264467	73.000000	1.000000
track-Nickelback+Someday-2266876	82.000000	2.000000
track-Nicki+French+Total+Eclipse+Of+The+Heart-9830294	136.000000	3.000000
track-Nikka+Costa+Like+A+Feather-297635	91.000000	1.000000
track-Nine+Inch+Nails+March+Of+The+Pigs-158072	134.500000	3.000000
track-No+Mercy+Where+Do+You+Go-7173359	127.000000	3.000000
track-Norah+Jones+Chasing+Pirates-7069168	100.000000	2.000000
track-OK+Go+Here+It+Goes+Again-195594	147.000000	3.000000
track-Oasis+Don't+Go+Away-167768	81.000000	1.000000
track-Ocean+Colour+Scene+You've+Got+It+Bad-12816052	141.000000	2.000000
track-Ohio+Players+Good+Luck+Charm-270880	73.000000	1.000000
track-Ohio+Players+Jive+Turkey-4284233	70.000000	2.000000
track-Olive+This+Time-4725414	92.000000	2.000000
track-Olivia+Newton-John+Hopelessly+Devoted+To+You-3073826	74.000000	1.000000
track-One+Flew+South+My+Kind+Of+Beautiful-4366173	93.000000	2.000000
track-Orchestral+Manoeuvres+in+the+Dark+Enola+Gay-428088	143.000000	3.000000
track-Orishas+Hay+Un+Son-772125	100.000000	2.000000
track-Otis+Redding+I+Love+You+More+Than+Words+Can+Say-601609	45.000000	1.000000
track-Otis+Redding+My+Lover's+Prayer-6323633	42.000000	1.000000
track-Otis+Redding+Pain+In+My+Heart-684932	55.000000	1.000000
track-OutKast+Prototype-3297715	76.000000	1.000000
track-Ozzy+Osbourne+Dreamer-3250867	80.000000	1.000000
track-P.O.D.+Boom-519816	91.000000	2.000000
track-P.O.D.+Going+In+Blind-514986	62.000000	2.000000
track-PJ+Harvey+Down+By+The+Water-4263	126.000000	2.000000
track-Panic!+At+the+Disco+Nine+In+The+Afternoon-2057532	156.000000	2.000000
track-Parachute+Under+Control-5392058	85.000000	2.000000
track-Pat+Benatar+Heartbreaker-2944897	157.000000	3.000000
track-Pat+Green+Country+Star-4006640	132.000000	3.000000
track-Patti+LaBelle+Danny+Boy-1435815	62.000000	1.000000
track-Paul+Hardcastle+Rain+Forest-1360689	129.000000	3.000000
track-Paul+McCartney+My+Love-8664739	61.000000	1.000000
track-Paula+Abdul+Blowing+Kisses+In+The+Wind-238692	74.500000	1.000000
track-Paula+Abdul+Straight+Up-861190	96.000000	2.000000
track-Pearl+Jam+Brother-4765796	92.000000	2.000000
track-Pearl+Jam+Elderly+Woman+Behind+the+Counter+in+a+Small+Town-13167246	59.000000	1.000000
track-Pearl+Jam+Go-3171174	140.500000	3.000000
track-Pearl+Jam+Last+Kiss-3274053	110.000000	2.000000
track-Pearl+Jam+Porch-11305734	133.000000	2.000000
track-Pearly+Gates+Action-1072106	131.000000	2.000000
track-Pet+Shop+Boys+Being+Boring-11141081	120.000000	2.000000
track-Pete+Townshend+Let+My+Love+Open+The+Door-5213724	165.000000	3.000000
track-Peter+Bjorn+And+John+Young+Folks-4935790	137.000000	2.000000
track-Petey+Pablo+I+Told+Y'all-3374655	97.000000	2.000000
track-Phil+Collins+One+More+Night-435087	68.000000	1.000000
track-Phil+Collins+Sussudio-435088	121.000000	2.000000
track-Phil+Vassar+I+Would-3021684	87.000000	2.000000
track-Phillip+LaRue+Why-4572191	150.000000	2.000000
track-Phyllis+Hyman+Kiss+You+All+Over-3314177	93.000000	2.000000
track-Phyllis+Nelson+Don't+Stop+The+Train-2405847	135.000000	3.000000
track-Pink+Floyd+Learning+To+Fly-15462706	83.500000	1.000000
track-Pittsburgh+Slim+Girls+Kiss+Girls-2011911	116.500000	2.000000
track-Plastic+Bertrand+Ca+Plane+Pour+Moi-4514588	167.000000	3.000000
track-Poco+Legend-590565	72.000000	3.000000
track-Polecats+Make+a+Circuit+With+Me-2186875	189.000000	3.000000
track-Public+Enemy+Bring+The+Noise-158192	108.000000	3.000000
track-Puddle+Of+Mudd+Psycho-4005430	126.000000	2.000000
track-Puerto+Rican+Power+Doctor-2503374	107.000000	3.000000
track-Puff+Johnson+Forever+More-3183530	77.000000	2.000000
track-Q-Tip+Let's+Ride-3303075	96.000000	2.000000
track-Queen+Now+I'm+Here-11612127	133.000000	3.000000
track-Queen+Thank+God+It's+Christmas-14180121	72.000000	1.000000
track-R.+Kelly+If+I+Could+Turn+Back+The+Hands+Of+Time-6018930	54.000000	1.000000
track-R.+Kelly+Ignition-9512051	67.000000	1.000000
track-R.+Kelly+Rise+Up-3534070	79.000000	2.000000
track-R.+Kelly+Thoia+Thoing-6018932	89.000000	2.000000
track-R.+Kelly+When+A+Woman's+Fed+Up-9512053	77.000000	1.000000
track-R.E.M.+Can't+Get+There+From+Here-9835006	144.000000	2.000000
track-REO+Speedwagon+Here+With+Me-3988757	72.000000	1.000000
track-REO+Speedwagon+ONE+LONELY+NIGHT-3272648	76.000000	1.000000
track-Rage+Against+the+Machine+Guerrilla+Radio-3190613	103.500000	2.000000
track-Rainbow+Starstruck-161338	143.000000	3.000000
track-Rakim+Waiting+For+The+World+To+End-166568	92.000000	2.000000
track-Randy+Houser+Anything+Goes-3854462	70.000000	1.000000
track-Raphael+Saadiq+Still+Ray-267181	84.000000	1.000000
track-Rascal+Flatts+Oklahoma-Texas+Line-1134147	110.500000	2.000000
track-Rasheeda+Georgia+Peach-2421300	87.000000	2.000000
track-Ratt+Round+And+Round-5838877	126.500000	2.000000
track-Raulin+Rosendo+Si+No+Van+A+Morir+Mi+Muerte-6730736	196.000000	3.000000
track-Ray+Charles+America+The+Beautiful-2373182	53.000000	1.000000
track-Ray+Charles+Born+To+Lose-14600040	82.000000	1.000000
track-Ray+Charles+I+Don't+Need+No+Doctor-7697941	87.000000	3.000000
track-Ray+Charles+Mess+Around-9146401	151.000000	3.000000
track-Ray+LaMontagne+You+Are+The+Best+Thing-3637184	85.000000	2.000000
track-Red+Hot+Chili+Peppers+Behind+The+Sun-351803	93.500000	2.000000
track-Red+Rockers+China-4886828	148.000000	3.000000
track-Redbone+Come+And+Get+Your+Love-7397984	107.000000	2.000000
track-Rehab+Last+Tattoo-4359312	93.000000	2.000000
track-Republica+Drop+Dead+Gorgeous-3381143	136.000000	3.000000
track-Republica+Ready+To+Go-3381133	130.000000	3.000000
track-Restless+Heart+A+Tender+Lie-3349430	75.000000	1.000000
track-Restless+Heart+When+She+Cries-3356463	106.000000	2.000000
track-Rich+Mullins+Awesome+God-6333803	74.000000	2.000000
track-Richard+Marx+Satisfied-300768	109.000000	2.000000
track-Richard+Marx+Should've+Known+Better-300763	169.000000	3.000000
track-Richard+Marx+Until+I+Find+You+Again-300769	74.000000	1.000000
track-Richie+Sambora+Hard+Times+Come+Easy-532871	119.000000	2.000000
track-Rick+Astley+Hopelessly-3566126	76.000000	1.000000
track-Rick+Astley+It+Would+Take+A+Strong+Strong+Man-3341786	108.000000	2.000000
track-Rick+Astley+Move+Right+Out-3106833	107.000000	2.000000
track-Rick+Springfield+Human+Touch-3685320	66.500000	2.000000
track-Rick+Springfield+Jessie's+Girl-3565391	131.000000	3.000000
track-Rick+Springfield+Love+Somebody-3565409	140.000000	3.000000
track-Rick+Springfield+Rock+Of+Life-3836115	82.000000	1.000000
track-Rick+Springfield+Speak+To+The+Sky-9973667	95.000000	2.000000
track-Rick+Springfield+State+Of+The+Heart-3318110	107.500000	2.000000
track-Ricky+Martin+Corazonado-3251418	68.000000	1.000000
track-Ricky+Martin+She+Bangs-14338821	143.000000	3.000000
track-Ricky+Nelson+Mighty+Good-250092	87.500000	3.000000
track-Robert+Earl+Keen+The+Rose+Hotel-6713613	71.000000	1.000000
track-Robert+Goulet+What+Now+My+Love-3196159	58.500000	1.000000
track-Robert+Palmer+Addicted+To+Love-4703806	112.000000	2.000000
track-Robin+S+Show+Me+Love-7303801	120.500000	2.000000
track-Rod+Stewart+Angel-3261322	72.500000	1.000000
track-Roger+Miller+Kansas+City+Star-228014	86.000000	2.000000
track-Roger+Miller+River+In+The+Rain-228024	69.500000	1.000000
track-Roger+Miller+Tomorrow+Night+In+Baltimore-228023	109.000000	2.000000
track-Roger+Miller+Where+Have+All+The+Average+People+Gone-228021	85.000000	2.000000
track-Roger+Miller+You+Can't+Roller+Skate+In+A+Buffalo+Herd-624488	88.500000	2.000000
track-Rose+Royce+I'm+Going+Down-3841386	64.000000	1.000000
track-Rosemary+Clooney+Blues+In+The+Night-3196160	73.000000	1.000000
track-Rosemary+Clooney+Botch-A-Me-3977338	65.000000	2.000000
track-Rosemary+Clooney+Come+On-A+My+House-13041056	180.000000	3.000000
track-Roy+Ayers+Running+Away-277840	116.000000	2.000000
track-Roy+Hamilton+Don't+Let+Go-10875997	101.000000	3.000000
track-Roy+Hamilton+Hurt-7308037	67.000000	1.000000
track-Roy+Head+Treat+Her+Right-13086293	164.000000	3.000000
track-Roy+Orbison+Falling-13527252	107.500000	1.000000
track-Roy+Orbison+Ooby+Dooby-3472488	169.000000	2.000000
track-Rozalla+Everybody's+Free-4179661	131.000000	3.000000
track-Ruff+Endz+I+Apologize-3151484	55.500000	2.000000
track-Ruff+Endz+No+More-3243788	95.500000	2.000000
track-Ruff+Endz+Will+You+Be+Mine-4435579	57.500000	1.000000
track-Rupee+Jump-14654637	155.000000	3.000000
track-Rush+Distant+Early+Warning-8572817	147.000000	3.000000
track-Rusted+Root+Send+Me+On+My+Way-4761642	117.000000	2.000000
track-Ruth+You+Are-1134848	88.000000	2.000000
track-Ryan+Leslie+How+It+Was+Supposed+To+Be-4194736	90.500000	2.000000
track-S+Club+7+Never+Had+A+Dream+Come+True-2448465	64.500000	1.000000
track-SOiL+Like+It+Is-8403357	93.000000	2.000000
track-SWV+Anything-3131808	86.500000	1.000000
track-SWV+Downtown-3131812	83.000000	2.000000
track-SWV+Right+Here-3131803	94.000000	2.000000
track-Sade+Cherish+The+Day-3103820	80.000000	1.000000
track-Sade+Hang+On+To+Your+Love-13497656	108.500000	2.000000
track-Sade+Kiss+Of+Life-3104372	98.000000	1.000000
track-Sade+Soldier+of+Love-7722698	91.000000	1.000000
track-Saint+Etienne+Hobart+Paving-3578955	76.000000	1.000000
track-Saliva+Rest+In+Pieces-8568194	86.000000	2.000000
track-Samantha+Fox+Nothing's+Gonna+Stop+Me+Now-3410177	122.000000	3.000000
track-Sammie+Crazy+Things+I+Do-270057	83.000000	2.000000
track-Sammy+Kershaw+Queen+Of+My+Double+Wide+Trailer-227959	144.000000	2.000000
track-Sanchez+Back+At+One-1385008	79.000000	2.000000
track-Sanctus+Real+We+Need+Each+Other-1833858	143.000000	2.000000
track-Sandy+Nelson+Drum+Stomp-2277932	91.000000	2.000000
track-Sarah+McLachlan+Last+Dance-10563039	68.000000	1.000000
track-Sarah+McLachlan+Push-4143118	71.000000	1.000000
track-Sarina+Paris+Just+About+Enough-362505	133.000000	3.000000
track-Sash!+Encore+Une+Fois-3664185	131.000000	3.000000
track-Save+Ferris+Come+On+Eileen-3162532	118.000000	3.000000
track-Saving+Abel+Addicted-2276947	69.000000	1.000000
track-Scorpions+Alien+Nation-751810	99.000000	2.000000
track-Scorpions+Hit+Between+The+Eyes-265813	172.000000	3.000000
track-Scorpions+Wind+Of+Change-265809	77.000000	1.000000
track-Screaming+Trees+Sworn+And+Broken-3243671	84.000000	1.000000
track-Sean+Paul+Gimme+The+Light-181291	107.000000	2.000000
track-Sean+Paul+Infiltrate-1525753	89.000000	2.000000
track-Secondhand+Serenade+Fall+For+You-4978757	85.000000	1.000000
track-Selena+Amor+Prohibido-8353132	90.000000	2.000000
track-Selena+Fotos+Y+Recuerdos-8353136	90.000000	2.000000
track-Selena+Techno+Cumbia-8353140	90.000000	2.000000
track-Selena+Tus+Desprecios-614869	93.000000	2.000000
track-Serani+No+Games-11409728	93.000000	2.000000
track-Shaggy+Clothes+Drop-178692	77.500000	1.000000
track-Shakira+Don't+Bother-3469743	128.500000	2.000000
track-Shalamar+Games-8353088	101.500000	2.000000
track-Shalamar+Make+That+Move-8353032	116.000000	2.000000
track-Shalamar+Over+And+Over-8352998	107.000000	2.000000
track-Shalamar+Right+In+The+Socket-11879927	123.000000	3.000000
track-Shania+Twain+Come+On+Over-146847	77.000000	2.000000
track-Sheryl+Crow+Out+Of+Our+Heads-2185594	112.000000	2.000000
track-Sheryl+Crow+Shine+Over+Babylon-2185588	60.500000	1.000000
track-Sigue+Sigue+Sputnik+Love+Missile+F1-11-13526	193.000000	3.000000
track-Simple+Minds+Sanctify+Yourself-5609666	123.000000	2.000000
track-Simple+Plan+Your+Love+Is+A+Lie-2364127	80.000000	1.000000
track-Simply+Red+For+Your+Babies-3796126	97.000000	1.000000
track-Siouxsie+And+The+Banshees+Israel-2234898	107.000000	2.000000
track-Siouxsie+And+The+Banshees+O+Baby-170875	108.000000	2.000000
track-Siouxsie+And+The+Banshees+Peek-A-Boo-272030	104.500000	2.000000
track-Siouxsie+And+The+Banshees+Spellbound-565665	149.000000	3.000000
track-Skye+Sweetnam+Number+One-342130	178.000000	3.000000
track-Slave+Watching+You-10809231	127.000000	3.000000
track-Smokey+Robinson+Being+With+You-165732	106.000000	2.000000
track-Smokey+Robinson+Don't+Know+Why-6868415	77.000000	1.000000
track-Smokey+Robinson+Let+Me+Be+The+Clock-165730	80.500000	2.000000
track-Smokey+Robinson+The+Agony+And+The+Ecstasy-165725	69.500000	1.000000
track-Sonique+Sky-509681	144.000000	3.000000
track-Sophie+B.+Hawkins+As+I+Lay+Me+Down-3223544	126.000000	3.000000
track-Sophie+B.+Hawkins+Right+Beside+You-3222400	98.000000	2.000000
track-Sophie+Ellis-Bextor+Murder+On+The+Dancefloor-3857195	117.000000	3.000000
track-Soul+Asylum+Promises+Broken-3229414	75.000000	2.000000
track-Spacehog+Cruel+to+Be+Kind-1356747	134.500000	2.000000
track-Spice+Girls+Spice+Up+Your+Life-1827589	257.000000	3.000000
track-Spice+Girls+Stop-533905	131.500000	3.000000
track-Spice+Girls+Too+Much-1827592	80.000000	1.000000
track-Spice+Girls+Voodoo-1827606	115.000000	3.000000
track-Spin+Doctors+Cleopatra's+Cat-3989014	99.000000	2.000000
track-Splender+I+Think+God+Can+Explain-3152311	68.000000	1.000000
track-Squeeze+Annie+Get+Your+Gun-23128	171.500000	3.000000
track-Stabbing+Westward+Shame-3152377	108.000000	2.000000
track-Stacey+Q+Two+Of+Hearts-6837646	131.000000	2.000000
track-Stacie+Orrico+Without+Love-5708639	75.000000	1.000000
track-Stacy+Lattisaw+Miracles-4295147	69.000000	1.000000
track-Steely+Dan+Babylon+Sisters-143716	61.000000	1.000000
track-Steely+Dan+Hey+Nineteen-596114	120.000000	2.000000
track-Stellar+Kart+We+Shine-6936244	157.500000	2.000000
track-Stephanie+Mills+Put+Your+Body+In+It-505849	119.000000	2.000000
track-Steppenwolf+Jupiter's+Child-244868	98.000000	2.000000
track-Steppenwolf+Ride+With+Me-981909	91.000000	2.000000
track-Stereo+Fuse+Everything-4132309	40.000000	2.000000
track-Steriogram+Walkie+Talkie+Man-105009	140.500000	3.000000
track-Stevie+B+Because+I+Love+You-7251397	63.000000	1.000000
track-Stevie+Wonder+Heaven+Help+Us+All-971	87.000000	2.000000
track-Stevie+Wonder+I+Just+Called+To+Say+I+Love+You-4760467	114.000000	2.000000
track-Stevie+Wonder+If+You+Really+Love+Me-282894	98.500000	2.000000
track-Stevie+Wonder+Never+Had+A+Dream+Come+True-282886	100.500000	2.000000
track-Stevie+Wonder+Overjoyed-4760470	43.000000	1.000000
track-Stevie+Wonder+Pastime+Paradise-143807	79.000000	2.000000
track-Stevie+Wonder+Ribbon+In+The+Sky-509691	68.000000	1.000000
track-Stevie+Wonder+Skeletons-562246	101.000000	2.000000
track-Styx+The+Best+Of+Times-13539216	75.000000	1.000000
track-Sugarland+Everyday+America-644150	101.500000	2.000000
track-Sunshine+Anderson+Heard+It+All+Before-3505604	98.000000	2.000000
track-Super+Cat+Ghetto+Red+Hot-3141200	95.000000	2.000000
track-Survivor+American+Heartbeat-3300644	133.000000	2.000000
track-Survivor+I+Can't+Hold+Back-3325194	71.000000	1.000000
track-Susan+Ashton+Love+Will+Be+Our+Home-480369	60.000000	1.000000
track-Switchfoot+Stars-3466524	131.000000	2.000000
track-Switchfoot+This+Is+Home-3861389	107.000000	2.000000
track-Syleena+Johnson+Faithful+To+You-3478063	86.500000	1.000000
track-Syleena+Johnson+Guess+What-3478067	82.000000	2.000000
track-TLC+Dear+Lie-3335357	77.000000	1.000000
track-TLC+Hat+2+Da+Back-3304721	109.000000	3.000000
track-Talk+Talk+Such+A+Shame-698208	112.000000	2.000000
track-Talk+Talk+Talk+Talk-698206	137.000000	3.000000
track-Tavares+It+Only+Takes+a+Minute-173044	120.000000	3.000000
track-Tavares+The+Love+I+Never+Had-173046	69.000000	1.000000
track-Taylor+Dayne+Don't+Rush+Me-3317608	132.000000	3.000000
track-Taylor+Dayne+I'll+Always+Love+You-3300543	81.000000	1.000000
track-Taylor+Dayne+I'll+Wait-3325103	107.000000	2.000000
track-Taylor+Dayne+Send+Me+A+Lover-11554698	67.000000	1.000000
track-Taylor+Swift+Jump+Then+Fall-6987523	80.000000	2.000000
track-Taylor+Swift+Our+Song-3662146	89.500000	2.000000
track-Taylor+Swift+Teardrops+On+My+Guitar-4309440	50.000000	1.000000
track-Teddy+Geiger+These+Walls-3465370	76.000000	2.000000
track-Teddy+Pendergrass+Only+You-1782056	121.000000	2.000000
track-Teddy+Pendergrass+Turn+Off+The+Lights-14519480	61.000000	1.000000
track-Terence+Trent+D'arby+If+You+Let+Me+Stay-13395611	100.000000	2.000000
track-Terror+Fabulous+Position-10270809	95.000000	2.000000
track-Tesla+Alot+To+Lose-4256335	61.000000	1.000000
track-Texas+Say+What+You+Want-122992	95.000000	2.000000
track-Tha'+Rayne+Didn't+You+Know-4370823	98.000000	2.000000
track-The+Academy+Is...+We've+Got+A+Big+Mess+On+Our+Hands-828899	101.000000	2.000000
track-The+All-American+Rejects+It+Ends+Tonight-3516912	88.500000	1.000000
track-The+All-American+Rejects+Real+World-11030307	160.500000	2.000000
track-The+Alternate+Routes+Time+is+a+Runaway-4397858	118.500000	1.000000
track-The+Andrews+Sisters+Straighten+Up+And+Fly+Right-4690722	159.000000	2.000000
track-The+Animals+San+Franciscan+Nights-7214193	92.000000	1.000000
track-The+Association+Everything+That+Touches+You-7274854	108.000000	2.000000
track-The+Ataris+In+This+Diary-3222981	175.000000	3.000000
track-The+Avett+Brothers+I+And+Love+And+You-6310582	71.000000	1.000000
track-The+B-52's+Love+Shack-3683203	123.000000	2.000000
track-The+B-52's+Private+Idaho-15611552	166.000000	3.000000
track-The+B-52's+Rock+Lobster-421	182.500000	3.000000
track-The+B-52's+Song+For+A+Future+Generation-561529	151.000000	3.000000
track-The+Bangles+Eternal+Flame-4958815	79.000000	1.000000
track-The+Beach+Boys+Frosty+The+Snowman-6862508	90.500000	2.000000
track-The+Beach+Boys+The+Man+With+All+The+Toys-6857388	133.000000	2.000000
track-The+Big+Bopper+Chantilly+Lace-9583984	172.000000	3.000000
track-The+Black+Crowes+By+Your+Side-5323422	99.000000	2.000000
track-The+Black+Crowes+Good+Friday-5323111	65.500000	1.000000
track-The+Black+Crowes+Hard+To+Handle-5323133	104.000000	2.000000
track-The+Black+Crowes+Only+A+Fool-5323425	94.000000	2.000000
track-The+Black+Crowes+She+Talks+to+Angels-5323101	80.000000	1.000000
track-The+Black+Keys+Strange+Times-2328199	160.000000	3.000000
track-The+Byrds+My+Back+Pages-3742839	124.500000	2.000000
track-The+Calling+Adrienne-12510539	92.000000	2.000000
track-The+Cars+Tonight+She+Comes-2286336	141.500000	2.000000
track-The+Cars+Why+Can't+I+Have+You-599950	104.000000	2.000000
track-The+Cars+You're+All+I've+Got+Tonight-2286321	121.000000	2.000000
track-The+Champs+Tequila-942732	182.000000	3.000000
track-The+Clash+Guns+of+Brixton-10893272	109.000000	2.000000
track-The+Clash+Straight+To+Hell-3104557	91.000000	2.000000
track-The+Cleftones+Heart+And+Soul-13057714	79.000000	2.000000
track-The+Cranberries+Salvation-2347471	169.000000	3.000000
track-The+Cranberries+When+You're+Gone-2347473	63.000000	1.000000
track-The+Cure+A+Forest-1355192	160.000000	2.000000
track-The+Cure+Boys+Don't+Cry-1355189	168.000000	3.000000
track-The+Cure+High-1355227	114.000000	2.000000
track-The+Cure+In+Between+Days-1355205	146.000000	3.000000
track-The+Cure+Mint+Car-3877657	143.500000	2.000000
track-The+Cure+Sleep+When+I'm+Dead-3103022	140.500000	2.000000
track-The+Cyrkle+Turn-Down+Day-3196911	83.000000	2.000000
track-The+Deele+Body+Talk-7231326	124.000000	3.000000
track-The+Deele+Two+Occasions-7231323	84.000000	1.000000
track-The+Delfonics+I'm+Sorry-3456554	84.000000	1.000000
track-The+Delfonics+Tell+Me+This+Is+A+Dream-778933	66.000000	1.000000
track-The+Delfonics+When+You+Get+Right+Down+To+It-3456551	79.500000	1.000000
track-The+Dixie+Cups+Chapel+of+Love-7231366	126.500000	2.000000
track-The+Doobie+Brothers+Jesus+is+Just+Alright-5878742	136.000000	3.000000
track-The+Doobie+Brothers+Rockin'+Down+the+Highway-5878739	148.000000	3.000000
track-The+Everly+Brothers+This+little+girl+of+mine-13827808	178.500000	3.000000
track-The+Five+Americans+Western+Union-10258351	234.500000	3.000000
track-The+Five+Satins+In+the+Still+of+the+Night-11095374	72.000000	1.000000
track-The+Four+Tops+Just+Seven+Numbers-375404	90.000000	2.000000
track-The+Gap+Band+Yearning+For+Your+Love-673950	90.000000	2.000000
track-The+Go-Go's+Unforgiven-5765019	174.000000	3.000000
track-The+Go-Go's+Vacation-303835	158.000000	3.000000
track-The+Go-Go's+We+Got+The+Beat-3116208	76.000000	2.000000
track-The+Grass+Roots+Let's+Live+For+Today-6786192	116.000000	2.000000
track-The+Highwaymen+Cotton+Fields-12933803	103.000000	2.000000
track-The+Hollies+Long+Cool+Woman-8163626	141.000000	2.000000
track-The+Human+League+Mirror+Man-8120	134.000000	3.000000
track-The+Ink+Spots+Do+I+Worry-6287610	83.000000	1.000000
track-The+Intruders+Sad+Girl-3216265	60.000000	1.000000
