ID	ARTIST	SONG TITLE	MIX	LABEL	BP GENRE	BP BPM	BP KEY
611933	Cult Of The 13Th Hour	The Way Of The Gun	Original Mix	Planet Mu	Dubstep	140	D major
616128	The Mint Frame Of Mind, Toni Rios	Frogs With Potatoes And Sour Cream	Toni Rios Remix	Carica Forza	Tech House	126	D major
616415	Sunfreakz	Drive Out	Original Radio Edit	Oxyd Back Cat	Trance	128	A# major
617609	Réel Carter	Des Regards	Original Mix	Believe	Hip-Hop	91	C# major
628368	Ava Dayton, Calla McLoud	All The Way	Calla McLoud Electro Club Mix	Amathus Music	Progressive House	133	D major
628617	Soco Audio	Junebug	Original Mix	BasicLUX Records	Deep House	124	E major
633283	Sun Control Species	Kick Me Shake Me	Original Mix	Iboga Records	Psy-Trance	135	E major
635716	Tuxedomoon	I Was An Apple In The House Of Orange	Original Mix	LTM Recordings	Electronica	128	A major
638337	The Fratt House	P.I.M.P. feat. Ced B	Original Mix	Fratthouse Ent.	Hip-Hop	92	D major
638879	DJ Nori	Nomad	Original Mix	Flower Records	Deep House	124	D major
643172	Brooklyn Bounce, DJ Brush	Get Ready to Bounce Recall 08	DJ Brush Remix	Mental Madness Records	Hard Dance	144	D major
645331	Ki.Mi.	Mono Laun	Original Mix	Stereooxid	Minimal	125	D major
645959	Adam Polo, Elomak	Cotton Candy	Elomak Remix	Formule Records	Electro House	130	D major
650084	Reinhard Voigt	Im Wandel Der Zeit 8	Original Mix	Kompakt	Techno	131	F# major
650341	Phun-tastik	Pizzicato Passion	Radio Edit	Kimiko Records	Electro House	128	D major
650371	Hyper, G.e.R.M	Centre Attraction	G.e.R.M Mix	Kilowatt Records	Breaks	125	C major
650505	G-Light	Aint Talking About	Original Mix	Icarus Creations	Psy-Trance	146	A minor
650820	Grady G	Shut The Fuck Up	Original Mix	Boshed Recordings	Hard Dance	155	C# major
654335	2 Live Crew	Get It Girl	Extended Mix	Lil' Joe Records	Hip-Hop	133	A major
656533	Tremo	Flat Wallet	Original Mix	Hardplace	Electro House	127	E major
657010	Felipe Avelar, Olie, Jeff T	Electric Boogaloo feat. Olie	Jeff T Remix	Prompt Digital	Electro House	130	D major
673637	Fleur Earth	Hundesohn	Original Mix	Melting Pot Music	Hip-Hop	143	C# major
675299	M-Animals	Lick It	Original Mix	Shake Records	Minimal	130	E major
680345	Asana, Moyunijumo	Chibet Dream - Circus In Lotus - Mirror In The Water	Moyunijumo Mix	Thanks Giving	Electronica	170	E major
681908	Alic, Theme Fe	French Tripping	Theme Fe Remix	Soundmute Recordings	Techno	138	C# major
682387	Berovic, Leicher	Owabi	Original Mix	Einmaleins Musik	Minimal	125	A major
685481	Kryptic Minds, Leon Switch	Minor Nine	Kryptic Minds & Leon Switch Remix	Defcom	Dubstep	140	A major
686686	Onda Quantica	To The Limit	Original Mix	2Real	Psy-Trance	144	D major
687183	The 4th Floor	Together	Minimal Remix	Bonzai Back Catalog	Minimal	125	A# major
687544	Otisto 23, Laurent de Wilde, Dual Snake	Compa	Dual Snake Remix	DTC Records	Dubstep	68	D# major
691545	Echonomist	Polycarbonate	Original Mix	Resopal Schallware	Minimal	126	A major
691843	Krieger, Feuersanger, Dennis Grell	Muunlight	Dennis Grell Mix	Olav Bel Goe Music	Electro House	128	C# major
693512	John Askew	667	Original Mix	Discover Records  (UK)	Trance	136	E major
694157	Combo, Neuroxyde	So Sexy	Neuroxyde Remix	303Lovers	Tech House	126	D major
694280	One Of Them, Addled	Contagious Error	Addled's Kecak Mix	Fade Records	Tech House	122	D major
695589	Push, James Harcourt	Universal Nation	James Harcourt Remix	Bonzai Classics	Trance	126	D major
696806	Planet Asia, DJ Muggs	Lions In The Forest	DJ Solo Mix Dirty	Gold Dust Media	Hip-Hop	116	C# major
697443	Manuel De La Mare	Born Slippy	MDLM Mix	Omnis Recordings	Progressive House	126	A# major
700076	Dylan Rhymes	Suicide	Original Mix	LOT49	Electro House	128	A# major
707425	Savon, Andy Jay Powell	Someone Else	Andy Jay Powell Radio Edit	Active Sense Recordings	Hard Dance	140	D major
707851	Beat Assassins	Gunclip	Original Mix	Mofo Recordings	Breaks	132	F# major
710106	Fierce, dBridge	Twilight	Original Mix	Quarantine Recordings	Drum & Bass	87	D major
712848	Javier Gonzalez, Gonzalo Shaggy Garcia	Cantin Cuch	Original Mix	Factomania Digital	Progressive House	126	D major
712853	Peterfy Bori, Love Band, Anorganik	Hello Modern Dizajn	Anorganik's Evil Funk Mix	Chi Recordings	Breaks	117	A major
715745	Warp Technique	Solid State	Original Mix	Dubmission Records	Breaks	120	C major
718543	Subtropic	Narcotic Fuz	Original Mix	Reflective Records	Drum & Bass	150	D major
722892	Mouse On Mars	Flim	Original Mix	Sonig	Electronica	105	D# major
723438	Chipper	840	Chipper 420 Remix	Padded Cell Productions	Breaks	131	D# major
734930	DMX Krew	December Darkness	Original Mix	Turbo Recordings	Deep House	119	C major
737878	DJ Hidden	Death Seer	Original Mix	Ad Noiseam	Drum & Bass	117	D major
738230	Paradox	Furtive Drummers	Original Mix	Reinforced Records	Drum & Bass	85	D major
742215	Audio Dependent	Toenail	Original Mix	Metroline Limited	Minimal	126	C major
753241	DNC, Loktibrada	Neprebudena	Loktibrada Dub	LFB	Tech House	125	D major
754389	Kevax, Steve'n King	Shimmy Shake feat. 740 Boyz	Steve'N King Edit	Aqualoop Records	Progressive House	128	D major
755905	Caio Carvalho	Chemical Rotine	Original Mix	Physical Gravity Recordings	Progressive House	127	B major
760778	DJ Montana	The Bridge In The Park	Original Mix	Avanti	Techno	140	C# major
760891	Filur, Larry Heard, Banzai Republic	Fallin'	Banzai Republic - Larry Heard Edit	disco-wax	Deep House	114	D# major
765583	Yotoko	Vajra	Original Mix	Delsin Records	Deep House	121	D major
771181	Zomby	Liquid Dancehall	Original Mix	Ramp Recordings	Dubstep	144	E major
780216	Utku S.	Cosmic Milk	Original Mix	Erase Records	Electro House	128	A# major
780236	Dual Shock	Something On Your Mind	Original Mix	Metropolis Project Records	Psy-Trance	145	G minor
787388	Nitrous	Cubik	Original Mix	In Da Jungle Recordings	Drum & Bass	119	D major
793946	Reza, Bell, Hussey	Let Yourself Go	Hussey & Bell Dub Mix	Slammin Muzik	Electro House	127	A# major
794309	Paraphone	Highway	Original Mix	Cosm Records	Psy-Trance	140	D# major
797707	Duca	Babylon	Original Mix	Planet B.E.N. Records	Techno	127	D major
798594	Parallax Breakz	Serpent	Original Mix	ChipSound Records	Breaks	132	F major
805746	Pompero, Forseco	Pompero	Forseco Remix	House Works	Electro House	128	G major
808116	Jon Gracius	Pwoap	Original Mix	Sweetleaf Recordings	Minimal	125	A# major
808982	Serafim Tsotsonis	Red Shoes	Original Mix	Klik Records	Electronica	120	D major
809450	Mr. Bor	Energy	Shot Mix	UDTK Records	Techno	126	D major
818686	L-Wiz	First Step	Original Mix	Redvolume	Dubstep	70	E major
821091	David Scaloni, Roberto Procaccini	Talkin	Roberto Procaccini Remix	Empro Music	Tech House	126	D major
823951	Kevin Gorman	Alarm	Stepper Version	Mikrowave	Dubstep	128	D major
828061	Sharps, Robb G	Girl Sweat	Robb G Remix	Promo Records	Electro House	128	A# major
830719	Faust, Shortee	Ready For This	Original Mix	Heavy Artillery Recordings	Breaks	126	D major
836000	DJ Fait, Miss Destiny, Clubticket	Right here Waiting	Clubbticket Remix Edit	Active Sense Recordings	Hard Dance	142	C# major
837795	A.P.E., Lagun	Travel To The Stars	Original Mix	Geomagnetic	Psy-Trance	146	G major
841676	Zoo Brazil, Arno Cost, Norman Doray	Kalle	Norman Doray & Arno Cost Remix	Wormland Black	Progressive House	128	A# major
842552	Rektchordz, The Scientifics	No Dice	The Scientifics Remix	Erase Records	Breaks	131	C major
852917	Anton Lanski	Not Enough	Original Mix	Loco Records	Deep House	120	D# major
857189	Alessio Lucini	The Fader	Electro Version	Doctormusik Records	House	130	D major
861422	Romanto, Out Of The Drum	The Guitar	Original Mix	Parasol Phonotheque	Breaks	125	F major
864300	Beatfanatic	Astro Flight	Original Mix	Soundscape	Deep House	87	D major
868240	Youandewan	Anjou	Original Mix	Aenaria Music	Deep House	115	D major
870280	WestLake	The Warrior	Original Mix	SoundTribe Rekords	Breaks	128	E major
871246	Jonny Lexxs	Bite Me	Original Mix	Dynamic Musik	Electro House	128	C# major
889391	Mr. Dynamite, Markus Schmidt	Stupidisco	Markus Schmidt Remix	Budenzauber	Tech House	123	D major
894614	DJ Madd	Flex'd	Original Mix	Boka Records	Dubstep	70	B major
897094	Fernando Ferreyra, John Hellson	Nebular	John Hellson Circular Remix	Deepsessions Recordings	Progressive House	127	D# major
898664	The Arsonist, Slim Blue	Gimme My	Slim Blue Remix	Bassrock Records	Breaks	134	B major
905046	UnderThis	The Crash	Original Mix	Young NRG Productions	Breaks	134	B major
906851	Eitan Reiter, Andrea Bertolini	Ups & Downs	Andrea Bertolini Remix	Iboga Records	Progressive House	128	D major
908868	DJ Rampage, Jon Kennedy (USA)	Hella Sick Yo	Jon Kennedy Mix	Direct Drive Digital	Electro House	130	G# major
909102	Chicago Skyway, Aroy	Heaven	Aroy's Edit	M>O>S (Delsin)	Tech House	120	G# major
912213	PSI Dream	Obstruction	Original Mix	Red Light Records	Drum & Bass	85	B major
920509	Lowfish	Finishing The Stereotypes	Original Mix	Lowfish Music	Electronica	117	G# major
920580	Cosmic Navigators	First Tour	Original Mix	Agitato Records	Psy-Trance	148	F# major
920615	Cyber Cartel	X Data	Original Mix	Agitato Records	Psy-Trance	145	E major
923491	Only Ten Left	Twitch	Original Mix	Modifi Music	Tech House	123	E major
923844	Fallhead	Field & Corridor	Original Mix	040 Recordings	Minimal	127	D major
940966	Redeyes, Chris.Su	Cruise Ship To The Stars	Chris Su Remix	Spearhead Records	Drum & Bass	86	C# major
943181	Lorenzo	El Solveleto	Original Mix	Sa Trincha Recordings	Tech House	127	D major
944826	Dilamani, Rassek, RedDub	Jayless	Instrumental Mix	KULT	Tech House	127	C# major
950746	The Senior All-Stars	Les' Dance	Original Mix	Skycap	Hip-Hop	131	D major
953140	Rudy Cecca	All I Need	Original Mix	Discor Music	Electro House	128	E major
958447	DJ Navendu	Viva La Vida	Original Mix	VectoRecords 2.0	Progressive House	129	C# major
967034	Cause4Concern	Peep Show	Original Mix	Virus Recordings	Drum & Bass	88	C major
984534	Nappy Riddem, Quincy Jointz	Rastar	Quincy Jointz Instrumental	Fort Knox Recordings	Breaks	115	F major
984867	Lunatik Sound System	Out Of Mind	Original Mix	Something Records	Chill Out	140	G# major
987207	Puppy Kicker	Everyone's Happy	Original Mix	Rogue Dubs	Dubstep	68	C# major
997069	Future Funk Squad, R3volve	Alien	R3volve Remix	En-Vision Recordings	Breaks	130	C major
1017875	JT Donaldson	UCFWM	Original Mix	Oomph	Deep House	127	E major
1019315	Guido Sava	Fever	Original Mix	Mestiza Records	Progressive House	125	D major
1019403	Penta	Butter	Original Mix	Avatar Records	Psy-Trance	145	A# minor
1034722	Scorpio	Ali Ba-Ba	Original Mix	V Recordings	Drum & Bass	85	C major
1038248	Geck-O, Sinith	Full Force	Full Mix	2 Side Records	Hard Dance	148	D# major
1051007	D-Flected	Sombre	Original Mix	Actuate Recordings	Trance	128	C# major
1054705	S-Range, Atomic Pulse	Yellow Base	Atomic Pulse Remix	Parabola Music	Psy-Trance	142	E major
1056047	Leroy Hanghofer, Chloe	Bathroomboogie	Chloe Remix	Gomma	Tech House	117	C# major
1059355	Barbara Lahr	Pretty Bird	Original Mix	Audio Lotion Recordings	Chill Out	150	C# major
1060028	Miltos T, Medway	Apollo	Medway Remix	Undermine Records	Progressive House	126	D major
1067950	Patrique	Ubuntu	Original Mix	DP-6 Records	Minimal	126	D major
1072514	Luciano Pardini	Primata	Original Mix	Celebration	Progressive House	130	D major
1077935	Emotion Code	Dark Age	Original Mix	Quebolarecords	Breaks	133	C major
1093726	D-Lux, Jonez, Bangboy	Wahaha	Bangboy Booty Remix	Hammer Tracks	Hard Dance	140	C# major
1096228	Robot Needs Oil	Analog Girl In A Digital World	Original Mix	Definitive Recordings	Tech House	122	D major
1115626	DJ U-Cef, DJ Fays	Starlight	DJ Fays Remix	Tronic B7 Records	Progressive House	125	D major
1127447	Code 3	Living Proof	Original Mix	Exit Records	Drum & Bass	85	A major
1144674	Robbie Rivera, Norm, Jochen Pash	Escape	Jochen Pash & Norm Remix	Le Bien Et Le Mal Recordings	Electro House	125	A# major
1147737	TD	Mercury	Original Mix	Carbon Based	Drum & Bass	115	C major
1152124	Gabriel & Castellon, Groovenatics	Afrodisium	Groovenatics Remix	Groovemasters	House	128	A# major
1152770	Paul Tarrant, Audien	Sunset Serenade	Audien Remix	Enhanced Recordings	Trance	130	D major
1156133	Roberto Auser	Caravan	Original Mix	Bear Funk	Electronica	120	E major
1163534	Nate Mars	Higher To The Bass	Original Mix	Blipswitch Digital	Dubstep	129	D major
1164250	Gil Montiel, ARA	Loopita	ARA Soundsystem Mix	Para Disco	Tech House	125	B major
1164433	Don Goliath, Clone A Side	Dubbing Down Babylon	Remixed By Clone A Side	Dubstep Division	Dubstep	136	C# major
1167965	D-Rashid, Oliver Twizt	One Dos Tres Quattro (Official LatinVillage Theme)	Original Mix	Franchise Recordings	Electro House	128	G# major
1177887	Kym Ayres	Killer	Original Mix	Masif	Hard Dance	145	A# major
1179938	Felix Bernhardt, Tholli, Wodz	Ocean Drive (Digital Only)	Tholli & Wodz Remix	Microtonal Records	Tech House	128	A# major
1185017	Deekline, JFB	Party Party feat. Top Cat	JFB Mix	Rat Records UK	Dubstep	140	G major
1187324	Mr. B, Cragga	Little Acid People	Cragga Remix	Rogue Industries	Dubstep	134	D major
1190182	Sweird	Techno Weird	Original Mix	Dance N Dust	Trance	138	D major
1190980	Andrew Spencer, The Vamprockerz	Zombie 2k10	Andre Picar Remix Edit	Mental Madness Records	Hard Dance	140	D major
1194397	Riffish, Jaxfeed, Nils Noa	Agbekor	Nils Noa Vocal Remix	Digital Noise Records	Tech House	125	C# major
1194512	XSI	Moving Up	Original Mix	Phantasm Records	Psy-Trance	145	A minor
1196189	JP & Jukesy, Ilogik, Paul Janes	Nowhere To Hide	Ilogik & Paul Janes Remix	Deprivation	Hard Dance	149	D major
1205438	Contract Killers	Therapy	Original Mix	BOD Recordings	Drum & Bass	88	C# minor
1237554	Ulterior Motive	Glued	Original Mix	Subtitles Music (UK)	Drum & Bass	86	B minor
1240548	Airwave	When Things Go Wrong	Original Mix	Bonzai Classics	Trance	130	F# major
1243107	Philtronic, Randee, DJ Sammer	Your Love Is For Me	DJ Sammer Radio Remix	Planeta Mix Records	Hard Dance	138	D major
1258142	Brooklyn Bounce, DJ Space Raven	Bass, Beats & Melody Reloaded!	DJ Space Raven Remix	Mental Madness Records	Trance	140	C# major
1261783	Mark Krupp	Belong With Me	Original Mix	Bass Machine	Hard Dance	135	C# major
1262462	Soul Cube	Phantom Menace	Original Mix	Quebolarecords	Drum & Bass	90	A major
1267809	Nobody	Hip$ters	Original Mix	Alpha Pup	Electronica	86	A major
1269910	Hybris	Raindance	Original Mix	Critical Presents - Modulations	Drum & Bass	117	A minor
1270235	Aquazoo Project, Izaiah	When The Sun Goes Down	iZaiah Remix	Tharsis Records	Breaks	135	B major
1274431	Hartmut Kiss	Pictures of a gone World	Original Mix	Definition Records	Progressive House	125	E major
1276072	Excessive Force	To Death	Original Mix	Metropolis Records	Electronica	120	F# major
1277819	Kavahjava	Aslow	Original Mix	Polena Records	Psy-Trance	148	A minor
1287738	D'ubserver	Mumuksutvam	Original Mix	TerraLogica Recordings	Breaks	105	C major
1288533	Nick & Erina Z	In Da Slammer	Original Mix	In Da Jungle Recordings	Drum & Bass	90	G minor
1290620	Ghislain Poirier, Modeselektor	Blazin feat. Face-T	Modeselektor Remix	Ninja Tune	Electronica	140	C# major
1290631	Fink	Pretty Little Thing	Original Mix	Ninja Tune	Electronica	91	E major
1290726	Boduf Songs	They Get On Slowly	Original Mix	Kranky	Electronica	158	B major
1298557	Randy Katana	You & I	Original Mix	SPINNIN' RECORDS	Trance	130	C# major
1298600	Lunarsea	The Woodhouse	Original Mix	Red Robot Records	Electronica	95	D# major
1312884	Mindblast	This Is Our Summer feat. AcoB	Original Mix	Tunnel Records	Hard Dance	150	A major
1320423	Jon Kwest, Xphouriah, Shugadadde	Raw Core	Xphouriah & Shugadadde Remix	Tharsis Records	Dubstep	140	B major
1320553	Carl Nicholson	All Aboard	Original Mix	Tidy Trax	Hard Dance	142	A# major
1321948	Elektrikall	Ilogical Theory	Original Mix	Naked Lunch	Techno	135	A# major
1334754	Sicflow	Major Game	Original Mix	BCD Music Group	Hip-Hop	148	A# minor
1336593	Toby Sky, Phunkless	Disco Disco	Phunkless Remix	Attention.Inc Music	Electro House	135	A# major
1338256	Kenjo	Night View	Original Mix	RouteR	Hip-Hop	95	D major
1340461	Audios3x	Spring	Original Mix	Adx Records	Psy-Trance	145	C major
1342043	Klubfiller	Fuck Your System	Original Mix	Defiance Recordings	Hard Dance	150	E major
1350891	Luvraw & BTB	Nobody	Original Mix	Ultra-Vybe	Hip-Hop	134	C# major
1352419	Jeronimo, Dragmatic	Funky Love	Dragmatic Remix	S2G Productions	Progressive House	127	A# major
1362355	Broady Champs	Hard!!!!!!!!!	Original Mix	Day By Day Entertainment	Hip-Hop	89	C# major
1367862	Crying Freemen	Spiritual NRG (vs Lamat)	Original Mix	Digital Drugs Coalition	Psy-Trance	145	C# major
1367983	Sector D	Chain Reaction	Original Mix	GOA Records	Psy-Trance	146	E minor
1372384	Oso, Kid Of Darkroom Familia	Living Dead	Original Mix	Brown Power Records	Hip-Hop	158	D major
1388341	Tekfro	Keep Bouncin'	Dub Mix	Communique Records	Dubstep	140	C major
1389267	Cell Auto Mata	Ign558	Original Mix	Ant-Zen	Electronica	140	E major
1389968	Cecile, Jr. Blender	Talk Talk	Jr. Blender Remix	Kingstone Records	Progressive House	135	F# major
1393305	Zoom	Five To Eleven	Original Mix	Esprit Records	Dubstep	140	D major
1397802	Taco & Da Mofos	Miracle Whip	Original Mix	X-Ray Records	Hip-Hop	124	C major
1398692	Phantom Lord, xul	Stay Puft	XUL Mix	Jobseekers	Breaks	130	D# major
1402876	Havoc	Balling Out	Original Mix	Nature Sounds	Hip-Hop	92	A# major
1410568	R&B Soul Superstars	Chain Of Fools	Singalong Version	Big Eye Music	Hip-Hop	118	C# major
1410588	R&B Soul Superstars	A Rose Is Still A Rose	Singalong Version	Big Eye Music	Hip-Hop	88	B major
1413180	Wreckshop Records	Strive 4 Pride feat. Ace, 5 Deuce & Lil' Mike	Original Mix	Wreckshop	Hip-Hop	159	C# major
1416128	B1tcrunch3r, Hellfire Machina	Molecular Assembler	Hellfire Machina Remix	Gamma Audio	Dubstep	140	F# major
1426839	Die, Interface, William Cartwright, Netsky	Bright Lights feat. William Cartwright	Netsky Remix	Toolroom	Drum & Bass	88	A# minor
1428584	Sniper, Afrob, Absolute High	Ganja Smoke	Original Mix	Liquor Music	Hip-Hop	172	F major
1429124	Fresh Foolish, Super Pixel!	Fidgerator feat. A Girl & A Gun	Super Pixel! Remix	Woot Records	Electro House	128	D major
1435514	Marco Resmann	Diary No. 1	Continuous DJ Mix	Upon You Records	Tech House	124	A# major
1439221	Jose M., TacoMan	Piruetas De Cama	Original Mix	Attary Records	Tech House	125	C# major
1439992	Jeff Haze	Touching	Original Mix	Midwest Hustle Music	House	124	A# major
1441223	Lil Ric	In My Throwback	Original Mix	SoSouth	Hip-Hop	136	A major
1446413	DJ Magnit	White Island	Fast Mix	Guerilla Recordings	Deep House	128	D# major
1446566	J.Rabbit	Too Much Sexy	Original Mix	Badman Digital	Dubstep	140	F major
1453434	Jammer, J Da Flex	Knucklin'	Original Mix	Ministry of Sound (UK)	Dubstep	140	E major
1454669	Oceanic, Armin Zamani	Aryan	Armin Zamani Dark Remix	Trance All-Stars Records	Trance	136	A# major
1456345	R.E.D.	Discodelic	Original Mix	Banging Grooves Records	House	129	A# major
1460099	Paul Edge, Le Grand Gazou	Super Fantastic Easy Sex	Le Grand Gazou X-Rated Sex Mix	Psychedelic Dance Music	Techno	140	A# major
1461499	Soul Conspiracy	Geezer	Original Mix	Blackbird	Tech House	126	D major
1472760	Malibu, Bashiyra, DJ Lynx	Star	Original Mix	Blackout Music	Drum & Bass	175	B major
1474885	Telepatic	Alcion	Original Mix	Solar Tech Records	Psy-Trance	142	D major
1478848	Lego Boy	Life In Space	Original Mix	Kraak Records	Chill Out	0	F major
1492875	Rockstah	Nerdrevolution	Original Mix	YouTunez	Hip-Hop	120	C major
1493674	Datarock, Holy Ghost!	The Pretender	Holy Ghost Remix	Nettwerk	Electronica	128	B major
1497713	DJ Fait	I'm Ok	Original Mix	Active Sense Recordings	Hard Dance	142	D major
1507482	PNC	Who Betta Than This	Album Version	WM New Zealand	Hip-Hop	150	E major
1541713	i-zaq	Joker	Original Mix	Wakyo Records	Psy-Trance	148	A minor
1544667	Smoof	Deja Vu	Nina Divorcé Remix	Zaubermilch Records	Minimal	128	F major
1545117	Mando Soria	Mictlan	Original Mix	Irresistible Music	Minimal	126	F major
1556952	Andrea Frisina, Antoni Bios	Maquinista	Antoni Bios Remix	Flat Belly Recordings	Techno	128	A# major
1558123	Joseph Petrin	Skank	Original Mix	Prozac Records	Minimal	125	A major
1569491	Flunk	See Through You	Original Mix	Beatservice	Electronica	153	A# major
1579295	Phaeleh	Iscabe Piano	Original Mix	Urban Scrumping	Dubstep	95	C major
1581325	Amanii, Sun Kidz	Hurry Up	Sun Kidz Extended	Titty Twister	Hard Dance	145	G# major
1586496	Monica X, Soraya Naoyin	The Spanish Girl On Top	Radio Edit	Sex In The House Digital	Progressive House	130	B major
1587110	Atomik Tags	Roman Pirates	Original Mix	dbox Records	Drum & Bass	87	C minor
1587211	Aconit	Inhuman Future	Original Mix	Suspect Device Productions	Drum & Bass	88	A# minor
1595063	Anvil Theory	Sometimes	Club Remix Edit	Active Sense Recordings	Hard Dance	140	G major
1598083	Aimee B	Kadabra	Original Mix	D.Max Recordings	Trance	138	C# major
1599632	Bart Claessen	Elf	Original Mix Edit	Armada Music Bundles	Trance	134	E major
1607693	Ivory, Excision, Datsik	Hand Grenade	Datsik & Excision Remix	New State Music	Dubstep	140	F major
1609519	Rakoon	Joy Of Creation	Original Mix	Quebolarecords	Dubstep	140	D major
1612997	J. Mirgi	Rapeando	Original Mix	JMG Label	Tech House	128	D major
1613669	Pinky38, The Sidechain Twins	Bonnie And CLyde	Original Mix	Planet Break Records	Electro House	135	E major
1622037	Transcend	Transcending The Concept	Original Mix	ClubSound	Hard Dance	147	A major
1622038	Kickin Devil	Candyman	Jump Mix Radio Edit	ClubSound	Hard Dance	143	A major
1627499	Oliver Gil	Kaleido	Original Mix	Bedroom Muzik	Deep House	127	D# major
1642729	Ted Dettman	Together	Original Mix	FHD Records	Minimal	128	A# major
1647165	Dream Dance Alliance	Snowflakes	Extended Mix	7th Sense Records	Hard Dance	138	D major
1648142	Infected Mushroom	Ration Shmatio	Original Mix	PMI Digital	Psy-Trance	145	A# major
1660225	Marian Deckman	iFlash	Original Mix	Trident Music	Electro House	128	F# major
1662838	AudioFun	Sensor	Original Mix	Downright	Electro House	128	D major
1669212	Fernando Farinha	Descrenca	Original Mix	Honest Jons Records	Chill Out	0	A# major
1673356	Meighan Nealon, Chephren Blake	Year After  (feat. Meighan Nealon)	Alex Frolov Remix	Lyon Echo Records	Trance	132	D major
1681314	Alex Moran, LHK	By Way Of B	Original Mix	3am Recordings	Deep House	124	A# major
1691194	DJ Hecan, Lars Moston	Diskotekk	Lars Moston Remix	Television Rocks	Tech House	128	G# major
1693189	Via Axis	the beyond within	Original Mix	Ovnimoon Records	Psy-Trance	147	A major
1694550	Feedback	Endless Flight	Original Mix	TCD Recordings	Trance	132	A# major
1716212	Diddy, Burger Queens	Give Me Love	Burger Queen Babushka Mix	EMI UK	Hard Dance	134	B major
1740306	Andrea Fissore, Dirty Deal	Kids On The Road	Dirty Deal Day Remix	VIM Records	Tech House	127	G# major
1740984	Akvo	Changeling	Original Mix	Kote Records	Deep House	123	A# major
1743700	Alex Kidd, Kidd Kaos, Klonez	Toms Diner	Klonez Remix	Ministry of Sound (UK)	Hard Dance	145	F# major
1746583	Nowak	See The Future Inside	Radio Edit	Planeta Mix Records	Hard Dance	140	E major
1746628	Carlton D, Micky B	House Dance	Original Mix	Sa Trincha Recordings	Deep House	125	C# major
1758017	Nimbaso	Il soldino	Original Mix	MC Harmony	Hip-Hop	119	A# major
1758691	Deeplook	Save The Children	Original Mix	Geomagnetic	Psy-Trance	142	A major
1759353	Odd Sequence	Hypnotic	Original Mix	Uxmal Records	Psy-Trance	138	F# minor
1762014	Gymmy J, Spiros Kaloumenos	Saw	Spiros Kaloumenos Remix	The Zone Records	Techno	132	A# major
1777396	Munchi	Murda Sound VIP	Original Mix	T & A Records	Electro House	135	F# major
1781925	Enea DJ	Seduce Me	Original Mix	Officina Sonora	Deep House	127	A major
1783835	Miss Destiny	Right Here Waiting feat. DJ Fait	Destiny Mix	Active Sense Recordings	Hard Dance	142	C# major
1789849	One Nil, Sir Nenis	Washing Machine	Sir Nenis Edit	Top Billin	Breaks	128	D# major
1795965	Calvertron	Like Dis	Original Mix	Upland	Electro House	128	C major
1797450	Zyce, Flegma	Something Beneath	Original Mix	TesseracTstudio	Psy-Trance	137	F# major
1807862	Dyno, Marco Dassi	Cruda	Marco Dassi Zurich Remix	Mantra Vibes	Tech House	125	A# major
1810291	Cosma (R.I.P)	Floppy	Original Mix	HOMmega Productions	Psy-Trance	145	C major
1848401	Signal Deluxe	Harmonography	Original Mix	Sultry Vibes	Breaks	90	C major
1854407	The Clubjock, DJ Peter G	Play The Game	Basic Melody Mix	Cloud 9 Dance	House	135	F# major
1857841	Luap	Taiko Tympani	Original Mix	DigitalFrequenz Records	Psy-Trance	145	F# major
1860990	One Project DJ	Glassss	Original Mix	G Records	Progressive House	128	B major
1868905	Tayce	Ghost House	Original Mix	Intrinsic Recordings	Drum & Bass	116	G minor
1879911	Michel Lauriola	Sabretooth	Original Mix	KSL Recordings	Techno	128	G# major
1881646	Boys Noize	Volta 82	Original Mix	Boysnoize Records	Electro House	127	D major
1883395	Mind Killa	Open Aggression	Original Mix	Section 8	Drum & Bass	117	D minor
1893472	Alison Klitty	Pressurize	Original Mix	Intrinsic Recordings	House	139	A major
1895483	Ryuichi Sakamoto, Alva Noto	Pionier IOO	Original Mix	Raster-Noton	Electronica	187	B major
1896153	DoubKore	Never Forever	Original Mix	Killing Machine Records	Minimal	128	C major
1905079	Starsystem, Simon Faz	The Vibes	Simon Faz Ibiza Dub Mix	Prismatikone Records	House	128	A# major
1918063	Andy Whitby, Technikal	Rumble	Original Mix	AWsum	Hard Dance	150	G major
1918338	Elektro-Punk	Restless Leg Syndrome	Original Mix	Clock Form Records	Psy-Trance	137	E major
1926319	Future Hitmakers	How Low	A Tribute to Ludacris	Big Eye Music	Hip-Hop	144	C# major
1926377	Future Hitmakers	Kiss Me Thru The Phone	A Tribute to Soulja Boy Tell 'Em	Big Eye Music	Hip-Hop	150	D major
1934576	Diablik, Fanatka	I'm A Bitch	Original Mix	Traffic Records	Hard Dance	136	A major
1958231	Sun Nido	Corn Bread	Beans Breaks Mix	Strange World	Breaks	125	A major
1958760	Chilled C'Quence	Levels of Rythms	Original Mix	Spectral Records	Psy-Trance	125	A# minor
1971434	Colin Sales, S.U.Z.Y, Vertical Smile	C'est La Vie	Vertical Smile Remix	Universe Media	House	128	A# major
1974069	Cosmic Revenge, Beat Connection	Memories	Beat Connection Remix	Car Crash Set	Electronica	128	E major
1980637	Disorder	Peace N Harmonic	Original Mix	Grasshopper Records	Psy-Trance	144	D minor
